Video_ID,label,similarity,WER,correct_words_#,mfcc_prediction,mfcc_probability,mfcc_svm_decision_score,,,,
0_00091.mp4,0,70.61994609,67.5,15,1,0.543344662,0.102474092,,,,
0_00092.mp4,0,72.60273973,33.33333333,10,1,0.714124114,0.770746486,,,,
0_00093.mp4,0,20.96774194,100,0,1,0.726312899,0.825912005,,,,
0_00094.mp4,0,54.54545455,109.0909091,5,0,0.753445487,-1.098286858,,,,
0_00095.mp4,0,62.58992806,75,8,0,0.968259014,-3.236019825,,,,
0_00096.mp4,0,56.35359116,86.66666667,6,0,0.904093624,-2.132557968,,,,
0_00097.mp4,0,79.55801105,37.5,10,0,0.994200323,-4.800874016,,,,
0_00098.mp4,0,43.38624339,94.44444444,3,0,0.759411561,-1.112344505,,,,
0_00099.mp4,0,77.41935484,48.14814815,14,0,0.747584239,-1.054266554,,,,
0_00100.mp4,0,55.55555556,80,4,0,0.769657008,-1.171471846,,,,
0_00101.mp4,0,70,54.54545455,11,0,0.924282026,-2.362005397,,,,
0_00102.mp4,0,71.78082192,40.54054054,23,0,0.711205036,-0.884129733,,,,
0_00103.mp4,0,83.67346939,47.61904762,13,1,0.540829294,0.093144193,,,,
0_00104.mp4,0,45.39007092,88.23529412,2,0,0.797138167,-1.321132737,,,,
0_00105.mp4,0,78.85714286,44.44444444,10,0,0.637440324,-0.585994742,,,,
0_00106.mp4,0,73.68421053,57.14285714,4,0,0.693767496,-0.807084318,,,,
0_00107.mp4,0,90.35087719,30.43478261,17,0,0.995903989,-5.127699184,,,,
0_00108.mp4,0,25.74257426,137.5,0,1,0.77584644,1.088207713,,,,
0_00109.mp4,0,62.16216216,55.55555556,5,0,0.650383466,-0.639952095,,,,
0_00110.mp4,0,96.4028777,7.407407407,25,0,0.548965971,-0.23939858,,,,
0_00111.mp4,0,67.17557252,63.63636364,6,0,0.645079839,-0.629930656,,,,
0_00112.mp4,0,45.04504505,84.61538462,4,1,0.544295405,0.090324327,,,,
0_00113.mp4,0,77.54010695,47.22222222,22,0,0.931380066,-2.465392439,,,,
0_00114.mp4,0,87.09677419,22.85714286,28,0,0.870392552,-1.821194038,,,,
0_00115.mp4,0,41.7989418,77.55102041,11,0,0.614572798,-0.498662443,,,,
0_00116.mp4,0,86.66666667,25,19,0,0.600500154,-0.436416464,,,,
0_00117.mp4,0,75.94936709,43.47826087,14,0,0.672596295,-0.749201118,,,,
0_00118.mp4,0,83.95904437,30.55555556,25,0,0.547590858,-0.228490045,,,,
0_00119.mp4,0,72.28915663,47.05882353,9,0,0.651171412,-0.644126615,,,,
0_00120.mp4,0,13.95348837,71.69811321,21,0,0.670413068,-0.728300498,,,,
0_00121.mp4,0,32,80,4,0,0.880419744,-1.903977782,,,,
0_00122.mp4,0,25.90673575,95.23809524,3,0,0.831397944,-1.537611877,,,,
0_00123.mp4,0,84.58781362,35.48387097,22,1,0.527942758,0.051209471,,,,
0_00124.mp4,0,6.940063091,124.2424242,5,0,0.964568183,-3.136251862,,,,
0_00125.mp4,0,52.85714286,70,11,1,0.683119881,0.636373887,,,,
0_00126.mp4,0,30.84577114,66.66666667,8,1,0.855552693,1.572375914,,,,
0_00127.mp4,0,82.97213622,35.29411765,23,0,0.751060895,-1.071145507,,,,
0_00128.mp4,0,4.971319312,31.37254902,41,0,0.891250227,-2.004032972,,,,
0_00129.mp4,0,63.42710997,53.19148936,23,0,0.760887119,-1.119724911,,,,
0_00130.mp4,0,82.10526316,35.8974359,27,0,0.870511322,-1.822161068,,,,
0_00131.mp4,0,64.64646465,58.33333333,11,0,0.740159927,-1.033765791,,,,
0_00132.mp4,0,56.88073394,70,9,0,0.978726267,-3.605758858,,,,
0_00133.mp4,0,87.17948718,28.57142857,20,0,0.906577253,-2.150160187,,,,
0_00134.mp4,0,73.29842932,50,12,0,0.650969302,-0.643259697,,,,
0_00135.mp4,0,26.71232877,144.4444444,4,0,0.984659684,-3.911661515,,,,
0_00136.mp4,0,75.8974359,55.55555556,8,0,0.612439813,-0.478062201,,,,
0_00137.mp4,0,40.99722992,90.24390244,4,0,0.512375399,-0.110736377,,,,
0_00138.mp4,0,81.18811881,52.17391304,11,0,0.776761209,-1.21361278,,,,
0_00139.mp4,0,91.95402299,25,6,0,0.85323528,-1.669305443,,,,
0_00140.mp4,0,57.26141079,67.74193548,11,0,0.732109016,-0.985903463,,,,
0_00141.mp4,0,78.46889952,45.45454545,13,0,0.777235138,-1.20576931,,,,
0_00142.mp4,0,16.4021164,130,0,1,0.642228704,0.451326112,,,,
0_00143.mp4,0,75.90361446,47.05882353,9,1,0.524559597,0.038688786,,,,
0_00144.mp4,0,53.27102804,95.83333333,2,0,0.789465586,-1.272317268,,,,
0_00145.mp4,0,26.08695652,115.3846154,0,1,0.803138463,1.239820531,,,,
0_00146.mp4,0,80.86642599,34.48275862,19,0,0.712875057,-0.897321851,,,,
0_00147.mp4,0,78.83211679,46.15384615,7,1,0.649085958,0.515741245,,,,
0_00148.mp4,0,56.09756098,81.25,6,1,0.859696182,1.590711554,,,,
0_00149.mp4,0,70.66666667,62.5,6,0,0.640448828,-0.592886404,,,,
0_00150.mp4,0,96.16368286,11.76470588,30,0,0.524103476,-0.146941141,,,,
0_00151.mp4,0,75.05938242,35.41666667,31,0,0.594834538,-0.420699073,,,,
0_00152.mp4,0,71.4893617,50,12,0,0.72887752,-0.97601524,,,,
0_00153.mp4,0,28.40236686,100,0,0,0.760929096,-1.119935327,,,,
0_00154.mp4,0,40.19138756,57.77777778,22,0,0.657372766,-0.67089646,,,,
0_00155.mp4,0,84.3373494,37.5,5,0,0.916252424,-2.26929061,,,,
0_00156.mp4,0,69.27710843,68.57142857,12,1,0.750070285,0.962531669,,,,
0_00157.mp4,0,63.0806846,72.22222222,12,0,0.548587314,-0.232215657,,,,
0_00158.mp4,0,88.97338403,23.07692308,20,1,0.640414107,0.44471901,,,,
0_00159.mp4,0,85.39325843,35,13,1,0.821853844,1.359106644,,,,
0_00160.mp4,0,68.96551724,60,16,0,0.945151063,-2.719777817,,,,
0_00161.mp4,0,77.01863354,45.94594595,24,0,0.882655843,-1.904235812,,,,
0_00162.mp4,0,7.843137255,83.33333333,18,0,0.703742105,-0.867014833,,,,
0_00163.mp4,0,44.7257384,71.42857143,8,1,0.550164562,0.127787648,,,,
0_00164.mp4,0,61.87845304,50,8,1,0.613265107,0.354112856,,,,
0_00165.mp4,0,86.38497653,35,13,0,0.81683452,-1.427499796,,,,
0_00166.mp4,0,11.86440678,102.7777778,0,0,0.538153069,-0.213107869,,,,
0_00167.mp4,0,53.90279823,32.89473684,53,1,0.747364354,0.933852013,,,,
0_00168.mp4,0,59.49367089,68.75,7,0,0.799411559,-1.342096803,,,,
0_00169.mp4,0,90.4109589,18.42105263,31,0,0.693402702,-0.80549961,,,,
0_00170.mp4,0,100,0,7,0,0.800588516,-1.345406028,,,,
0_00171.mp4,0,78.26086957,46.66666667,9,1,0.840983203,1.45407842,,,,
0_00172.mp4,0,41.11111111,100,0,1,0.674975464,0.616718059,,,,
0_00173.mp4,0,92.68292683,10.34482759,27,0,0.771417511,-1.17333136,,,,
0_00174.mp4,0,65.08226691,25,45,0,0.729121,-0.981769248,,,,
0_00175.mp4,0,38.65546218,91.66666667,1,1,0.732394684,0.871515019,,,,
0_00176.mp4,0,86.71328671,35.71428571,9,0,0.917830022,-2.26480972,,,,
0_00177.mp4,0,95.48387097,17.64705882,15,0,0.854564614,-1.679022618,,,,
0_00178.mp4,0,50.54945055,77.41935484,8,0,0.517528677,-0.008260075,,,,
0_00179.mp4,0,26.94300518,121.0526316,2,0,0.5,-0.046848653,,,,
0_00180.mp4,0,75,52.17391304,12,0,0.958526767,-2.987514064,,,,
0_00181.mp4,0,62.88659794,70,8,0,0.841666157,-1.60395344,,,,
0_00182.mp4,0,59.45945946,75,5,0,0.866996817,-1.791838313,,,,
0_00183.mp4,0,74.31693989,64.70588235,10,0,0.866174411,-1.78732845,,,,
0_00184.mp4,0,79.06976744,46.15384615,16,1,0.53792883,0.074434048,,,,
0_00185.mp4,0,72.36180905,55,9,0,0.923407667,-2.334436852,,,,
0_00186.mp4,0,76.6798419,48.14814815,15,0,0.729551247,-0.968239478,,,,
0_00187.mp4,0,61.04417671,50,16,0,0.767080319,-1.158107418,,,,
0_00188.mp4,0,73.29192547,55,9,0,0.927262958,-2.409623963,,,,
0_00189.mp4,0,28.43601896,122.7272727,0,0,0.58527918,-0.377126715,,,,
0_00190.mp4,0,44.20600858,38.63636364,33,0,0.810890394,-1.406040149,,,,
0_00191.mp4,0,31.39784946,57.77777778,23,0,0.613042522,-0.498700213,,,,
0_00192.mp4,0,80,38.88888889,11,0,0.752718016,-1.094694908,,,,
0_00193.mp4,0,16.26794258,100,0,0,0.650377216,-0.635012859,,,,
0_00194.mp4,0,81.04575163,40,9,0,0.602922668,-0.45237943,,,,
0_00195.mp4,0,85.20710059,41.17647059,11,1,0.67102493,0.591432866,,,,
0_00196.mp4,0,82.35294118,40,12,0,0.772559167,-1.179246042,,,,
0_00197.mp4,0,61.99261993,34.61538462,36,1,0.648360759,0.512803187,,,,
0_00198.mp4,0,23.52941176,100,0,1,0.674823358,0.607328833,,,,
0_00199.mp4,0,75.82417582,66.66666667,9,1,0.61590982,0.372091396,,,,
0_00200.mp4,0,16.94915254,79.48717949,18,0,0.880681113,-1.886974626,,,,
0_00201.mp4,0,69.62025316,64.70588235,6,1,0.643764647,0.456914048,,,,
0_00202.mp4,0,46.34920635,85.29411765,8,0,0.959350182,-2.977829148,,,,
0_00203.mp4,0,59.64912281,82.35294118,5,1,0.601142587,0.306555804,,,,
0_00204.mp4,0,63.15789474,67.5,13,1,0.52577921,0.029917284,,,,
0_00205.mp4,0,56.17977528,72.4137931,9,0,0.636446224,-0.587962636,,,,
0_00206.mp4,0,12.80788177,100,0,0,0.621273694,-0.52008345,,,,
0_00207.mp4,0,52.71317829,93.33333333,1,1,0.600141319,0.296844302,,,,
0_00208.mp4,0,81.57894737,41.17647059,11,0,0.984213632,-3.881095816,,,,
0_00209.mp4,0,67.65799257,76.92307692,14,1,0.876996166,1.760117879,,,,
0_00210.mp4,0,51.02040816,78.94736842,8,0,0.570319013,-0.319853895,,,,
0_00211.mp4,0,56.15763547,94.11764706,6,0,0.752825133,-1.079771016,,,,
0_00212.mp4,0,80.62015504,39.39393939,20,1,0.850684123,1.553490057,,,,
0_00213.mp4,0,51.76470588,93.75,6,0,0.990669864,-4.364108476,,,,
0_00214.mp4,0,71.35678392,45,11,0,0.99222341,-4.535611564,,,,
0_00215.mp4,0,91.52542373,22.72727273,18,1,0.64568177,0.483137612,,,,
0_00216.mp4,0,49.28909953,72.72727273,7,0,0.537848856,-0.202502977,,,,
0_00217.mp4,0,42.97520661,83.33333333,3,0,0.540253741,-0.211344165,,,,
0_00218.mp4,0,12.65822785,376.9230769,1,0,0.849686075,-1.643713482,,,,
0_00219.mp4,0,71.83098592,78.57142857,4,1,0.848201425,1.535610278,,,,
0_00220.mp4,0,37.15170279,100,0,0,0.731204309,-0.98688975,,,,
0_00221.mp4,0,88.06584362,25.92592593,20,0,0.650897746,-0.642952851,,,,
0_00222.mp4,0,92.8,11.11111111,24,0,0.795189403,-1.310047882,,,,
0_00223.mp4,0,36.36363636,85,3,0,0.51199773,-0.020349263,,,,
0_00224.mp4,0,80.76923077,70.58823529,11,1,0.537680988,0.081471674,,,,
0_00225.mp4,0,71.14624506,48.14814815,17,0,0.968781279,-3.248447493,,,,
0_00226.mp4,0,79.45205479,42.42424242,19,0,0.989659584,-4.23270637,,,,
0_00227.mp4,0,32.72727273,240,2,0,0.986438358,-4.021624672,,,,
0_00228.mp4,0,85.38461538,31.25,22,1,0.617723638,0.378798635,,,,
0_00229.mp4,0,60,76.19047619,6,1,0.69977859,0.729210608,,,,
0_00230.mp4,0,66.02870813,60,10,1,0.594079681,0.291115491,,,,
0_00231.mp4,0,34.27331887,83.05084746,13,0,0.647635504,-0.64073376,,,,
0_00232.mp4,0,71.55172414,65.2173913,10,1,0.842183079,1.476564448,,,,
0_00233.mp4,0,80.55555556,31.25,12,0,0.690723,-0.796857881,,,,
0_00234.mp4,0,84.57711443,50,14,0,0.735162373,-1.005526034,,,,
0_00235.mp4,0,78.0141844,44,29,0,0.567290594,-0.302604445,,,,
0_00236.mp4,0,69.50819672,50,19,1,0.581245825,0.235447342,,,,
0_00237.mp4,0,69.79865772,53.84615385,12,1,0.744928983,0.931453482,,,,
0_00238.mp4,0,31.65467626,100,0,1,0.73109429,0.845639095,,,,
0_00239.mp4,0,79.06976744,40.74074074,16,0,0.83294636,-1.540971603,,,,
0_00240.mp4,0,74.32432432,56.25,8,0,0.757215228,-1.107866776,,,,
0_00241.mp4,0,25.97402597,100,0,0,0.634435842,-0.579611205,,,,
0_00242.mp4,0,29.62962963,144.4444444,0,1,0.594090317,0.291155027,,,,
0_00243.mp4,0,87.25212465,32.25806452,25,1,0.526599637,0.02510685,,,,
0_00244.mp4,0,86.89138577,29.03225806,22,1,0.734974201,0.863840753,,,,
0_00245.mp4,0,43.88185654,67.85714286,10,0,0.802297092,-1.350866587,,,,
0_00246.mp4,0,76.8115942,62.5,8,0,0.515206044,-0.009092421,,,,
0_00247.mp4,0,56.74418605,79.16666667,10,1,0.791220296,1.150431496,,,,
0_00248.mp4,0,85.86387435,28.57142857,15,1,0.580330861,0.239973224,,,,
0_00249.mp4,0,33.55704698,81.25,3,0,0.96873875,-3.252514718,,,,
0_00250.mp4,0,69.45606695,53.57142857,13,0,0.912454969,-2.216119636,,,,
0_00251.mp4,0,2.146690519,46.2962963,35,1,0.651421692,0.510811211,,,,
0_00252.mp4,0,81.15942029,34.48275862,19,0,0.926265173,-2.388487081,,,,
0_00253.mp4,0,70.64676617,42.30769231,15,0,0.851405483,-1.669294894,,,,
0_00254.mp4,0,85.71428571,23.07692308,13,0,0.886901834,-1.942221098,,,,
0_00255.mp4,0,63.92694064,80,8,1,0.970314079,3.115186541,,,,
0_00256.mp4,0,68.60465116,73.33333333,5,0,0.852529626,-1.681234335,,,,
0_00257.mp4,0,86.12440191,23.80952381,17,0,0.87073631,-1.803614307,,,,
0_00258.mp4,0,28.57142857,91.66666667,2,0,0.871382975,-1.823983661,,,,
0_00259.mp4,0,96.96969697,12.5,14,0,0.953751154,-2.880761083,,,,
0_00260.mp4,0,20.21978022,44.64285714,31,0,0.792339487,-1.302125199,,,,
0_00261.mp4,0,45.37037037,70,7,0,0.857872238,-1.711797918,,,,
0_00262.mp4,0,12.17105263,63.79310345,24,0,0.687849026,-0.798063357,,,,
0_00263.mp4,0,61.2244898,71.42857143,5,0,0.50512795,-0.033132259,,,,
0_00264.mp4,0,56.55172414,68.75,5,0,0.962649029,-3.056066939,,,,
0_00265.mp4,0,54.65838509,71.42857143,6,1,0.530934284,0.06228581,,,,
0_00266.mp4,0,71.2962963,50,11,0,0.717218639,-0.912860052,,,,
0_00267.mp4,0,75.36231884,41.66666667,15,0,0.509269716,-0.106706214,,,,
0_00268.mp4,0,86.61417323,24,20,0,0.815873566,-1.43202903,,,,
0_00269.mp4,0,79.63800905,45,13,0,0.749958071,-1.076830508,,,,
0_00270.mp4,0,25.13368984,97.61904762,1,1,0.563561795,0.168470791,,,,
0_00271.mp4,0,78.14569536,44.11764706,20,0,0.703821202,-0.862378388,,,,
0_00272.mp4,0,80.88235294,35,26,0,0.660591029,-0.69081285,,,,
0_00273.mp4,0,74.51923077,25.64102564,30,1,0.652347492,0.52898974,,,,
0_00274.mp4,0,43.37349398,73.33333333,4,1,0.782238921,1.112604757,,,,
0_00275.mp4,0,85.8490566,30,16,0,0.765927633,-1.145175215,,,,
0_00276.mp4,0,48.0620155,76.92307692,3,0,0.906315231,-2.152800283,,,,
0_00277.mp4,0,75.29411765,44.44444444,12,0,0.874951998,-1.857058639,,,,
0_00278.mp4,0,79.06976744,42.85714286,9,0,0.513020696,-0.024829447,,,,
0_00279.mp4,0,88.45208845,20.93023256,34,0,0.5,-0.057286075,,,,
0_00280.mp4,0,48.52941176,92.30769231,3,1,0.564995586,0.175114248,,,,
0_00281.mp4,0,88.19875776,46.15384615,8,1,0.64027108,0.453378176,,,,
0_00282.mp4,0,30,115.3846154,0,0,0.505749578,-0.030836361,,,,
0_00283.mp4,0,44.70588235,89.47368421,2,1,0.535069309,0.056299843,,,,
0_00284.mp4,0,1.694915254,106.122449,3,1,0.615024979,0.374671644,,,,
0_00285.mp4,0,61.56787763,32,38,1,0.608077405,0.343086058,,,,
0_00286.mp4,0,19.90049751,68.29268293,17,1,0.796678448,1.208580296,,,,
0_00287.mp4,0,12.28501229,43.24324324,25,0,0.64388501,-0.619137834,,,,
0_00288.mp4,0,85.58139535,31.81818182,15,1,0.797728055,1.18700516,,,,
0_00289.mp4,0,54.18569254,14.0625,57,0,0.718719948,-0.918176068,,,,
0_00290.mp4,0,30.43478261,100,0,1,0.591630596,0.28201008,,,,
0_00291.mp4,0,64.19753086,73.68421053,8,1,0.634012341,0.444695247,,,,
0_00292.mp4,0,21.53846154,181.8181818,1,0,0.553551892,-0.2508105,,,,
0_00293.mp4,0,47.6635514,74.07407407,7,0,0.860526839,-1.737609345,,,,
0_00294.mp4,0,70.74829932,67.85714286,11,1,0.656461211,0.531322892,,,,
0_00295.mp4,0,68.59504132,61.29032258,12,0,0.71399092,-0.902360132,,,,
0_00296.mp4,0,53.21888412,69.23076923,8,0,0.853044063,-1.685008665,,,,
0_00297.mp4,0,31.03448276,146.1538462,1,1,0.756159482,0.992760275,,,,
0_00298.mp4,0,38.51851852,88.23529412,2,0,0.75161878,-1.079981891,,,,
0_00299.mp4,0,64.80446927,76.19047619,6,1,0.622880035,0.38059692,,,,
0_00300.mp4,0,79.50310559,50,8,0,0.995908906,-5.128808378,,,,
0_00301.mp4,0,18.00643087,144.8275862,8,0,0.982341714,-3.777364921,,,,
0_00302.mp4,0,72.4137931,58.33333333,10,1,0.538051802,0.06729358,,,,
0_00303.mp4,0,93.77593361,14.28571429,24,0,0.627452705,-0.556814747,,,,
0_00304.mp4,0,8.995502249,99.23664122,1,1,0.578268692,0.238133337,,,,
0_00305.mp4,0,75.94936709,56.25,7,1,0.56316603,0.176107393,,,,
0_00306.mp4,0,30.72100313,129.4117647,2,0,0.957935768,-2.969838713,,,,
0_00307.mp4,0,83.21167883,33.33333333,10,0,0.704112948,-0.858156669,,,,
0_00308.mp4,0,62.06896552,75,2,0,0.791848041,-1.299385254,,,,
0_00309.mp4,0,83.5978836,31.57894737,13,0,0.647349382,-0.627790843,,,,
0_00310.mp4,0,78.0952381,52.17391304,12,1,0.568196158,0.200647049,,,,
0_00311.mp4,0,25.36023055,141.1764706,2,0,0.972503127,-3.366576475,,,,
0_00312.mp4,0,64.91803279,56.75675676,16,0,0.81365108,-1.425914093,,,,
0_00313.mp4,0,61.53846154,88.23529412,4,0,0.696962181,-0.832270737,,,,
0_00314.mp4,0,23.60655738,117.1428571,5,0,0.988868646,-4.165417158,,,,
0_00315.mp4,0,47.05882353,87.5,1,0,0.687946744,-0.787609982,,,,
0_00316.mp4,0,80.70175439,30.76923077,10,0,0.812499318,-1.405841093,,,,
0_00317.mp4,0,9.718670077,76.47058824,17,0,0.714488475,-0.898939057,,,,
0_00318.mp4,0,67.27272727,52.17391304,12,0,0.564556563,-0.292253244,,,,
0_00319.mp4,0,30.46357616,177.7777778,2,0,0.850086652,-1.663457766,,,,
0_00320.mp4,0,67.1641791,60,6,1,0.771257393,1.054304694,,,,
0_00321.mp4,0,26.92307692,100,0,1,0.619869702,0.386729234,,,,
0_00322.mp4,0,80.45977011,44.44444444,16,0,0.701053604,-0.855206151,,,,
0_00323.mp4,0,62.80991736,50,6,0,0.781601464,-1.234841203,,,,
0_00324.mp4,0,50.68493151,92.85714286,4,1,0.762407974,1.018367168,,,,
0_00325.mp4,0,61.76470588,59.09090909,9,0,0.552912112,-0.248410981,,,,
0_00326.mp4,0,81.7679558,36.84210526,12,1,0.568042366,0.178094384,,,,
